num,ang1,ang2,ang3,ang4,ang5,ang6,ang7,ang8,ang9,ang10,label
2,155.0706778,149.5391502,165.217754,157.0608995,90.7055945,89.99043328,169.6134769,176.2158768,178.8686788,177.2055378,hurray
3,154.9942822,152.9192939,168.918198,161.4074416,83.99493112,90.80540749,179.026906,174.1678292,175.4242075,174.2625894,hurray
4,159.5436957,152.3005272,170.3828641,162.7511297,84.84499539,93.01479233,174.8431862,173.8689747,176.8014161,177.9701132,hurray
5,141.7451825,139.3738805,152.8375933,145.3888578,82.77914904,97.78614995,178.1990648,172.7517577,177.6909372,177.1906554,hurray
6,142.735726,138.3808597,151.3900653,145.5794973,88.38560593,93.68572876,176.7348908,171.8937968,177.2491845,179.8404522,hurray
7,146.5437238,172.8401925,169.1791354,177.6668455,104.0078693,83.19886538,165.8329345,167.8385183,153.4994534,173.6238817,hurray
8,143.3421205,165.7496328,165.6579765,179.7548677,100.4338757,92.37786663,170.9689586,162.3120932,165.6309935,177.9895067,hurray
9,131.1413341,138.0273097,176.1928844,175.1696221,106.3827113,89.98693854,165.1081334,160.7786811,167.547343,171.2903278,hurray
10,153.5482324,171.0292745,158.1039371,174.2415523,100.934996,91.75883693,163.872337,164.4207372,171.6570842,178.3944136,hurray
11,149.7221275,165.6001997,177.3288077,179.0286506,99.55585034,81.21975891,172.3127382,169.5108469,172.9179419,179.0639085,hurray
12,148.530582,160.8668824,174.2891393,173.9022805,98.9778151,82.24856412,172.7551472,173.6312436,177.8955979,172.1678341,hurray
13,143.290736,159.005291,167.7686429,178.3257575,96.72851209,86.83904097,169.8392712,172.2199348,170.6989981,178.9660373,hurray
14,115.9889823,123.6141947,141.5083027,150.9146068,85.40164549,81.07553046,175.4927051,178.3967966,176.4111217,170.8525341,hurray
15,126.2140346,126.7959974,155.2388153,147.6907905,82.52298187,89.30008638,178.3356548,178.9323084,173.3379698,175.4860115,hurray
16,101.3680909,104.7093546,170.5206306,165.4229062,90.57132737,88.75463573,176.0157828,172.514961,176.7234009,180,hurray
17,161.9139141,172.7402317,157.4176814,173.748585,84.57699072,92.76431604,175.5355788,171.4835128,179.2272714,179.3930044,hurray
18,159.5769243,160.9682705,177.1644825,178.6070118,85.51129798,86.81211879,179.8594833,177.1578231,178.0908476,176.6557308,hurray
19,108.5895755,115.3364248,154.3427285,165.2520443,90.80055721,97.17698922,169.2684322,168.9280875,176.2765946,176.8702043,hurray
20,134.2882878,140.1953964,158.8387402,175.908315,90.99361997,94.15459203,170.3084195,173.4283189,175.5028484,173.7398333,hurray
21,136.4137102,139.284483,173.2124107,170.391275,86.12285585,92.62962873,178.4247735,172.9641501,179.4203363,179.3783947,hurray
22,114.1124776,113.6209824,165.8939262,160.6225114,90.89841265,92.65863995,172.8380043,174.6856577,179.3531946,176.4630125,hurray
23,125.5663521,128.9012602,172.2224826,175.5275243,89.81336946,82.14275202,177.2072976,178.8000253,179.6919611,179.1850933,hurray
24,110.3084418,129.932325,126.4364225,134.4843822,95.46455038,95.69454502,167.5606841,171.9239301,178.6908623,179.9927021,hurray
25,135.6445755,151.3665696,176.7771975,172.795955,82.50166252,83.75559084,175.9836487,177.3038864,176.1145876,164.4252429,hurray
26,126.3643658,137.6825069,149.733238,158.8510301,86.27063426,96.838957,174.7893562,170.3162256,177.0237576,176.0827605,hurray
27,107.3571156,113.1236514,150.3653548,160.3444451,92.25262426,94.86084621,170.3411706,170.7338408,174.5076754,174.9466769,hurray
28,132.0956567,124.2789268,142.8968946,160.1889177,83.23505695,88.0717976,178.2413401,175.6164779,176.5830801,178.0073479,hurray
29,152.9618953,145.0331922,178.2117515,175.0029271,85.41533712,93.9909131,179.5956352,173.3102735,170.4073652,173.8973917,hurray
30,153.4880778,160.7019032,160.66283,177.0262689,76.97439511,96.78936233,172.0220589,169.8222078,178.5489713,176.2309518,hurray
31,116.0680211,124.3769298,148.5401386,162.4072002,83.99312176,83.46626832,179.1107713,175.2474945,172.5644805,176.3847391,hurray
32,148.5506193,162.3609621,155.7464847,171.2969589,81.51490975,92.73805715,178.7373616,176.5475337,176.8201699,176.4197626,hurray
33,128.8143138,123.0332619,134.9606079,151.7159183,93.24019628,100.7436544,166.3187593,170.5934181,177.9016484,179.7926917,hurray
34,54.12581802,159.3906109,62.34257693,163.9203623,94.46593623,95.2666074,166.5034741,176.4198749,179.7774284,179.6116797,hurray
35,170.6191758,169.1163302,166.171842,173.9632818,90.69766603,88.85849764,177.1969787,174.6393671,174.3989589,179.9513972,hurray
36,124.0435996,140.7908663,152.0998444,170.3880535,82.93193293,98.07367186,175.5767445,164.6681857,174.5165156,177.7760388,hurray
37,143.0697571,160.3445118,179.8710525,169.4760253,89.34893962,91.7527665,175.3776298,171.3835163,175.3331416,175.7533364,hurray
38,122.3337455,126.4259871,143.030226,127.0368862,94.47752888,101.6557329,169.1110626,165.7356713,172.1243323,171.0221816,hurray
39,114.2216899,116.1523017,161.8668855,162.2782398,89.9951473,93.12682859,173.2961902,174.6258223,178.7624337,175.2669873,hurray
40,160.4933071,155.6504369,168.4258712,166.9615502,101.403217,90.6924461,161.6003996,174.6089738,165.603933,176.7236865,hurray
41,134.268757,147.5852677,167.3718454,174.9161371,80.62383679,90.43506184,177.8069089,176.5041911,171.419229,164.4643433,hurray
42,135.6084127,140.5823909,178.1735487,169.9483893,80.29535288,86.96302151,177.4729324,176.0888329,173.8063654,163.1947695,hurray
43,117.8438443,134.4784171,150.9555742,171.4406301,88.76136533,96.81821457,174.61276,171.1772514,177.8011908,179.4321714,hurray
44,151.724426,148.965511,170.0711823,169.9998559,82.8650284,88.9005347,178.5258017,179.096016,179.6926371,179.717247,hurray
45,160.7722506,161.9164459,179.3228461,169.813603,86.3282999,87.89005715,179.1968036,176.937782,178.1662222,177.8900572,hurray
46,140.6847482,145.4255766,142.6069479,156.7612107,86.47300026,91.82351738,177.3084306,173.3531911,177.7320455,178.849542,hurray
47,128.6141158,141.9350013,162.7981698,177.0059269,83.24542534,87.67795132,179.9578973,179.1365564,177.9619086,178.7330251,hurray
48,130.6668068,136.2090401,134.3739519,141.3538357,90.68554218,89.78322687,170.5668623,177.5416427,171.5966289,177.0402793,hurray
49,154.6705101,148.6886131,174.0531369,170.8921429,93.72609007,92.75634033,169.9409489,177.1917973,175.294608,175.3084712,hurray
50,142.2947217,166.282316,146.9786076,174.9859245,95.11392978,101.6535156,170.2326307,162.4197943,176.9064946,176.9290767,hurray
51,160.9624479,154.8188176,172.234834,172.0363472,90.58863456,104.2970722,169.8047347,166.872679,173.5234333,176.782096,hurray
52,136.1187069,147.9330645,176.9222845,158.4798808,93.60699569,90.04042641,166.1007203,178.0653814,174.3573246,178.5727558,hurray
53,148.1568796,142.2715732,154.3427285,161.0910517,92.11526439,82.53854884,174.6133202,176.8349349,175.259833,176.6690175,hurray
54,143.4720168,145.4343241,180,170.2310607,93.71528911,95.93152692,171.7309429,168.9663078,179.4210693,176.5225047,hurray
55,163.7054651,157.3435944,164.0889876,175.9737731,97.15243934,81.12976553,165.6350139,173.9886326,179.1172742,176.4106133,hurray
56,140.9016449,136.1139187,161.9090385,169.192549,86.83512192,92.9444222,175.6279809,174.5744111,179.6847188,179.1815178,hurray
57,134.8318681,139.3829633,152.4675698,174.3333302,93.64363228,95.69119339,170.331882,172.5494212,176.1695598,172.8514702,hurray
58,158.8005797,160.2033651,161.8619178,170.0528823,92.51600649,94.6174793,169.4758173,172.6887459,178.6000039,179.2268458,hurray
59,140.8302007,139.893799,161.2386326,175.0546324,91.9504866,87.84263676,171.3563593,178.2635477,175.4408521,177.8598406,hurray
60,136.60811,132.9029363,59.98581032,153.1412854,87.7702901,95.67377818,176.4790516,171.0462264,173.7108016,177.9495362,hurray
61,141.2373776,139.9620497,157.630355,171.6560561,84.61283057,87.18075189,176.9070446,179.9157546,176.8014831,178.9205892,hurray
62,153.5643679,147.9018218,153.1112473,162.1663341,91.04350011,96.89909415,173.0778066,172.6203374,179.7129083,178.9988712,hurray
1,80.7517272,98.22938695,174.7077469,179.4776978,150.3962297,96.35141047,108.8233581,172.4019974,82.29973078,177.9799622,raise_right_leg
2,88.295463,97.79960324,178.6637282,177.6045613,147.2730807,97.41835924,105.6482661,174.1897611,79.62055996,176.5599528,raise_right_leg
3,82.57999002,97.93091861,173.6721448,178.3265576,162.5969482,86.18835548,92.00171708,177.3773151,77.38416282,162.7398588,raise_right_leg
4,79.02140085,102.1538149,173.619576,177.5893473,160.4216534,96.81848954,94.62412831,170.368256,80.76465515,173.4259918,raise_right_leg
5,67.46674992,91.01254436,178.321208,178.8048414,130.0131871,98.82217254,125.9505694,166.3642766,114.8251638,173.0302863,raise_right_leg
6,72.14779721,98.83158684,176.4915778,176.6704327,122.4923626,96.685664,135.3982313,166.4645925,92.70501545,173.796291,raise_right_leg
7,98.50558697,106.5821091,171.6373233,178.3718762,140.895248,94.01449671,116.6560531,171.1321024,99.08094028,173.8011995,raise_right_leg
8,96.75845898,104.6702114,176.7412082,178.8262278,146.4305631,92.36876327,113.4507778,169.7734076,94.55547295,172.8600229,raise_right_leg
9,94.19578365,106.1973789,175.8649288,178.1406352,139.2228196,95.8094641,117.2957958,173.8252539,95.91763354,177.7194459,raise_right_leg
10,100.5888802,116.1750573,177.8250123,172.3285599,136.4560283,97.71588654,119.0135747,171.0993623,96.15956562,170.9623903,raise_right_leg
11,101.1108862,113.5393406,174.4610869,179.1323869,130.1549337,93.35673603,128.6818924,168.1730356,118.9532843,173.2486885,raise_right_leg
12,87.07132288,106.2831013,163.4169852,172.7238868,164.247979,85.05674006,98.05584089,176.3942136,104.5145558,177.9829062,raise_right_leg
13,97.59469311,115.1426357,167.0000311,167.6558548,161.2483588,80.80256704,107.2006415,168.1586727,123.6589893,179.0646478,raise_right_leg
14,93.71844284,109.6837842,168.4699569,163.261072,167.7650304,89.40872897,84.26280405,173.3399986,103.4118615,167.8547108,raise_right_leg
15,99.11710272,103.4672998,170.714868,177.8694229,126.3135334,66.37866733,146.9782356,175.4394174,143.773708,174.8647959,raise_right_leg
16,93.53865552,109.697709,176.3050467,172.3584908,152.6374923,92.69478686,106.9742807,173.2805227,107.6577226,174.559514,raise_right_leg
17,91.5183197,108.505,174.8799524,170.4890886,167.1391553,93.81305453,85.72510275,177.2193637,101.9589234,178.4002109,raise_right_leg
18,91.73284379,110.4997475,178.3416685,168.0456992,145.7132502,95.49987002,108.905194,174.3467831,116.0586495,177.9317382,raise_right_leg
19,93.26602642,104.8688566,178.6673229,175.2765327,139.9101028,98.01402403,113.1278455,174.241393,122.138845,179.8342564,raise_right_leg
20,94.81851032,108.0246497,179.6112294,170.6517645,143.7625272,93.27287412,112.5072132,175.9196363,119.2585269,177.8767354,raise_right_leg
21,96.57451237,107.4001534,174.8435945,174.5312335,145.7666876,92.49779201,110.7252086,174.6368491,117.2234971,178.8244171,raise_right_leg
22,96.00943592,111.7761885,179.3563723,171.9884609,148.4306703,94.10313199,106.6624599,174.2098337,114.5361205,175.9860223,raise_right_leg
23,88.91184337,103.4629482,171.5187696,177.9549491,148.113685,88.20927099,113.0339938,172.7313162,92.91059282,175.643209,raise_right_leg
24,89.57507642,106.1717495,174.5666804,176.6223487,147.1976002,90.96817111,110.595563,170.8468197,101.8253688,178.7503022,raise_right_leg
1,98.22938695,80.7517272,179.4776978,174.7077469,96.35141047,150.3962297,172.4019974,108.8233581,177.9799622,82.29973078,raise_left_leg
2,97.79960324,88.295463,177.6045613,178.6637282,97.41835924,147.2730807,174.1897611,105.6482661,176.5599528,79.62055996,raise_left_leg
3,97.93091861,82.57999002,178.3265576,173.6721448,86.18835548,162.5969482,177.3773151,92.00171708,162.7398588,77.38416282,raise_left_leg
4,102.1538149,79.02140085,177.5893473,173.619576,96.81848954,160.4216534,170.368256,94.62412831,173.4259918,80.76465515,raise_left_leg
5,91.01254436,67.46674992,178.8048414,178.321208,98.82217254,130.0131871,166.3642766,125.9505694,173.0302863,114.8251638,raise_left_leg
6,98.83158684,72.14779721,176.6704327,176.4915778,96.685664,122.4923626,166.4645925,135.3982313,173.796291,92.70501545,raise_left_leg
7,106.5821091,98.50558697,178.3718762,171.6373233,94.01449671,140.895248,171.1321024,116.6560531,173.8011995,99.08094028,raise_left_leg
8,104.6702114,96.75845898,178.8262278,176.7412082,92.36876327,146.4305631,169.7734076,113.4507778,172.8600229,94.55547295,raise_left_leg
9,106.1973789,94.19578365,178.1406352,175.8649288,95.8094641,139.2228196,173.8252539,117.2957958,177.7194459,95.91763354,raise_left_leg
10,116.1750573,100.5888802,172.3285599,177.8250123,97.71588654,136.4560283,171.0993623,119.0135747,170.9623903,96.15956562,raise_left_leg
11,113.5393406,101.1108862,179.1323869,174.4610869,93.35673603,130.1549337,168.1730356,128.6818924,173.2486885,118.9532843,raise_left_leg
12,106.2831013,87.07132288,172.7238868,163.4169852,85.05674006,164.247979,176.3942136,98.05584089,177.9829062,104.5145558,raise_left_leg
13,115.1426357,97.59469311,167.6558548,167.0000311,80.80256704,161.2483588,168.1586727,107.2006415,179.0646478,123.6589893,raise_left_leg
14,109.6837842,93.71844284,163.261072,168.4699569,89.40872897,167.7650304,173.3399986,84.26280405,167.8547108,103.4118615,raise_left_leg
15,103.4672998,99.11710272,177.8694229,170.714868,66.37866733,126.3135334,175.4394174,146.9782356,174.8647959,143.773708,raise_left_leg
16,109.697709,93.53865552,172.3584908,176.3050467,92.69478686,152.6374923,173.2805227,106.9742807,174.559514,107.6577226,raise_left_leg
17,108.505,91.5183197,170.4890886,174.8799524,93.81305453,167.1391553,177.2193637,85.72510275,178.4002109,101.9589234,raise_left_leg
18,110.4997475,91.73284379,168.0456992,178.3416685,95.49987002,145.7132502,174.3467831,108.905194,177.9317382,116.0586495,raise_left_leg
19,104.8688566,93.26602642,175.2765327,178.6673229,98.01402403,139.9101028,174.241393,113.1278455,179.8342564,122.138845,raise_left_leg
20,108.0246497,94.81851032,170.6517645,179.6112294,93.27287412,143.7625272,175.9196363,112.5072132,177.8767354,119.2585269,raise_left_leg
21,107.4001534,96.57451237,174.5312335,174.8435945,92.49779201,145.7666876,174.6368491,110.7252086,178.8244171,117.2234971,raise_left_leg
22,111.7761885,96.00943592,171.9884609,179.3563723,94.10313199,148.4306703,174.2098337,106.6624599,175.9860223,114.5361205,raise_left_leg
23,103.4629482,88.91184337,177.9549491,171.5187696,88.20927099,148.113685,172.7313162,113.0339938,175.643209,92.91059282,raise_left_leg
24,106.1717495,89.57507642,176.6223487,174.5666804,90.96817111,147.1976002,170.8468197,110.595563,178.7503022,101.8253688,raise_left_leg
1,52.83765263,52.84842441,105.579348,112.1092055,132.9746671,128.7467329,129.7065356,131.22723,173.334857,118.1235417,side_stretch_left_leg
2,56.34090601,52.05590644,102.4908888,110.5249986,122.6660063,125.9670303,139.8146612,133.9628095,173.5749174,134.9335744,side_stretch_left_leg
3,38.07760411,44.67973167,123.8960655,113.7175813,117.3762748,114.5026806,146.4689034,141.5346496,174.7120355,154.3630273,side_stretch_left_leg
4,34.28601373,41.51900013,124.0005706,115.1197804,129.046936,139.8752676,132.0898508,116.5577365,168.1959654,125.4052906,side_stretch_left_leg
5,32.63825123,45.7950418,135.1746315,116.0730015,122.2579713,121.6885333,142.8860612,138.7843514,173.4537092,144.0012796,side_stretch_left_leg
6,34.13216009,23.44567478,137.6520901,169.8224955,126.0054401,120.8224624,140.9334999,135.0292508,176.9179506,133.5498618,side_stretch_left_leg
7,47.69099753,49.40568298,100.7146946,113.6442222,115.8304039,142.5958928,150.3413647,115.7657451,170.0263728,119.7772554,side_stretch_left_leg
8,46.39838674,50.87836506,100.6729087,103.3681823,120.601954,133.8710587,148.5522726,127.238351,176.4925925,141.753759,side_stretch_left_leg
9,40.98367791,46.16884762,110.1586536,97.66012032,122.0707841,137.55343,140.305171,127.9544481,177.4149468,134.1180508,side_stretch_left_leg
10,36.74125223,37.80144171,169.7424101,136.1725179,107.0146166,136.3922826,141.4613154,150.4679055,175.506398,82.43978719,side_stretch_left_leg
11,56.24703922,64.07314347,89.3194126,93.12036104,145.7478987,125.8792912,121.7061998,128.8655901,179.3658508,131.2004757,side_stretch_left_leg
12,52.80767172,48.4667827,116.5439827,116.1900518,117.2253141,121.2069065,144.1786781,144.6365048,161.1828317,149.6447967,side_stretch_left_leg
13,51.45957941,51.38913683,115.6598096,109.2160164,113.8433201,121.7015224,144.1786061,148.5516338,161.3000437,148.6721987,side_stretch_left_leg
14,43.38918214,41.82500604,129.3217607,124.4535627,115.1599237,121.1499332,142.8608815,145.9087807,163.1263863,144.9922745,side_stretch_left_leg
15,43.06390308,44.30800257,130.0292269,120.0644827,112.2122014,122.8187519,147.2851019,144.2996877,160.8766099,145.8615476,side_stretch_left_leg
16,44.72951506,46.79232268,113.6473792,108.2697192,118.5947456,122.026293,138.378677,146.2480887,168.9203254,145.7523035,side_stretch_left_leg
17,46.38248548,35.05796121,137.8127406,178.6419807,116.5475063,138.2919756,134.2512305,143.9850281,178.250171,127.0863794,side_stretch_left_leg
18,51.3641601,51.57545319,115.2728517,107.2354777,116.360521,128.8224339,142.6796582,142.2372173,165.7942563,139.8358914,side_stretch_left_leg
19,42.00378155,46.59529254,100.493612,103.6429148,130.9092138,145.5282485,133.8754005,112.9843001,171.0660429,105.158465,side_stretch_left_leg
20,44.01211575,47.13708846,102.0289568,100.3264493,120.153272,147.5444303,145.2271082,116.2260895,174.1328376,117.6635357,side_stretch_left_leg
21,57.34629961,80.05793747,80.84996404,80.69894386,140.6572935,134.5605945,121.6925051,118.2344508,177.0593303,121.5725087,side_stretch_left_leg
22,45.14288195,66.08496192,86.33248299,66.20037297,129.581242,131.6725958,143.7461623,118.2338649,169.3345915,159.0559845,side_stretch_left_leg
23,53.81442659,64.55048849,101.999468,94.34259296,132.5893577,134.9915347,137.1975858,119.9221765,170.3539081,126.9513186,side_stretch_left_leg
24,51.58860252,49.44410612,83.83454916,110.5580596,132.2017637,146.7990448,129.1277732,114.1590807,172.9845776,84.15574821,side_stretch_left_leg
25,51.49503147,52.22576216,86.31743583,100.1884345,128.7849581,146.9154182,131.2405215,115.7832173,171.1322245,83.84700176,side_stretch_left_leg
26,55.10631252,58.70324715,91.3037004,91.92260064,132.743635,112.5274246,130.72518,145.6959411,179.4051897,143.3749078,side_stretch_left_leg
27,50.97936417,45.41926711,80.14326076,110.7543381,132.5615228,156.10039,128.3090006,106.3939322,176.5462781,92.70661919,side_stretch_left_leg
28,43.45917171,44.58650129,84.81555434,106.894533,136.3470707,144.9876544,130.1649444,115.9724134,176.3748141,89.81032788,side_stretch_left_leg
29,45.32270707,48.72322978,86.20047568,105.0802503,137.1242994,143.346102,129.3616557,114.1544162,173.5783729,95.85013602,side_stretch_left_leg
30,36.67123801,53.32684941,88.67853885,99.46615675,130.5331294,148.5223393,136.4692618,109.1085992,169.6968343,95.45742002,side_stretch_left_leg
31,47.72756705,47.66357425,82.56537966,103.223268,132.2384316,144.3175448,131.744482,116.5207789,176.1069812,100.3451198,side_stretch_left_leg
32,44.02657474,47.89871537,84.73550671,107.1338516,133.816049,138.9457131,135.7066215,118.5814528,174.399346,99.44348467,side_stretch_left_leg
33,55.83061938,71.2231043,86.14253422,78.80488857,151.9275131,159.8205413,116.5396654,95.94718935,174.4683358,99.9740264,side_stretch_left_leg
34,50.12534577,50.72285938,99.00423817,104.5610678,123.9202829,139.1966223,136.568265,119.3695342,176.2119408,118.775294,side_stretch_left_leg
35,46.11836451,49.0582725,111.216536,106.9795282,135.4951415,144.812699,131.7739469,107.8849351,179.4672001,103.7421183,side_stretch_left_leg
36,49.02826367,47.68609537,99.55428967,107.9675595,143.6883619,155.9245017,119.7938216,99.10733431,172.8129983,83.3106846,side_stretch_left_leg
37,52.92851386,51.51811891,101.6275515,105.3649075,136.5550026,150.9742049,120.997439,108.2434025,178.2075632,91.62425677,side_stretch_left_leg
38,50.23204789,51.87866739,103.3254606,104.0573752,137.5197866,160.7496856,120.6939475,98.55475711,176.9150687,80.17973991,side_stretch_left_leg
39,62.0347281,76.5002011,77.18570399,83.81156693,135.1839907,139.0254174,134.9965726,111.5699943,175.6309503,110.4672561,side_stretch_left_leg
40,63.4274962,84.83583994,71.89572895,75.05540017,143.4738729,130.8331678,119.5214799,121.8397212,176.7089637,127.2039569,side_stretch_left_leg
41,51.06552568,78.03793005,83.40008302,78.94829673,128.3882663,127.1370635,147.2631052,121.4227673,177.6681053,133.016864,side_stretch_left_leg
42,56.77703123,62.06126719,94.1762603,85.5594866,133.177333,131.3861192,136.2318195,125.0041489,175.3314462,122.9052429,side_stretch_left_leg
43,48.67998628,52.28926402,108.9861773,111.3415102,140.1213165,125.4799781,127.8529891,127.1991801,166.1007413,153.1112473,side_stretch_left_leg
44,60.23646057,64.91671036,86.68238146,85.32189818,133.9110202,143.5443839,134.7674205,110.4291148,174.0258601,101.0106078,side_stretch_left_leg
45,52.48334938,57.66931503,97.48246932,105.5364488,133.6942257,124.3270796,131.0353319,134.8321627,174.6451908,138.6141294,side_stretch_left_leg
46,46.68746494,57.19618863,109.9326263,96.31148238,130.5008576,133.7114572,135.0252413,124.2632017,179.2464208,131.7798405,side_stretch_left_leg
47,48.01449035,58.17626592,107.4373619,98.34339827,141.2602084,139.2828118,123.3361497,116.7005078,178.712017,110.2726856,side_stretch_left_leg
48,50.761285,61.55621741,104.8420382,95.34098902,144.0457848,142.1339048,120.3196505,114.8306241,178.0634714,104.0722701,side_stretch_left_leg
49,57.35674531,61.18043788,89.77289448,96.49934628,149.8607593,155.7293111,110.3151499,102.5176234,162.4723261,89.65972972,side_stretch_left_leg
50,45.33631507,43.57383152,84.28206476,105.4132931,124.6078966,132.8603175,153.6790516,115.3089739,170.8621439,134.072161,side_stretch_left_leg
51,48.27234034,43.88975566,89.96559403,96.80386476,118.4277606,123.2692247,150.4011254,136.8175637,170.254623,150.7804773,side_stretch_left_leg
52,47.05207604,45.44966611,101.4937707,112.4195069,124.2639434,108.8661589,133.1914155,154.2466081,176.9082268,130.8962123,side_stretch_left_leg
53,53.8277577,57.81556231,87.77937561,95.66102193,134.0744229,125.8909087,139.8219963,124.7295203,170.7982426,118.502918,side_stretch_left_leg
54,48.29694937,62.12755754,89.59444417,85.00099687,129.3170137,113.7192159,141.2776156,143.319063,175.1920289,130.9414692,side_stretch_left_leg
55,54.13261504,56.23368217,84.75111483,93.21048694,133.1823134,124.2238668,136.4312338,128.6497916,170.5891595,115.6543307,side_stretch_left_leg
56,43.56661135,60.21173551,88.26014095,86.99689643,136.1633852,119.5288294,136.9787217,132.5955791,173.1147315,136.7789777,side_stretch_left_leg
57,45.49821161,41.06612007,100.2597555,113.5173308,125.5657502,127.5086749,144.4342498,129.3224761,171.2560274,130.7487466,side_stretch_left_leg
58,43.74292758,41.20078018,102.8671041,117.3705627,123.9906172,130.2363583,146.4239309,125.970437,168.6068136,131.3527609,side_stretch_left_leg
59,56.82148834,67.04459894,79.38139589,86.54407986,120.9483068,102.5279341,142.6839818,155.6765544,171.3109322,162.1959247,side_stretch_left_leg
60,43.74709168,53.62109154,94.41425936,120.30484,140.7086814,166.8261621,120.0651269,94.33100137,179.1002703,72.76660543,side_stretch_left_leg
61,52.06859512,52.06997719,96.91122712,99.32225687,131.7488018,128.9772786,135.6190776,122.6050426,172.3123273,151.6910961,side_stretch_left_leg
62,54.30397677,69.71325186,102.5104126,94.6864837,139.2314522,150.6756171,123.9392467,103.5784816,172.9962028,131.8945478,side_stretch_left_leg
63,54.9099192,59.2799559,81.58853761,95.69901566,139.3591803,147.4071973,131.5249034,100.8409697,179.1918027,129.4578222,side_stretch_left_leg
64,55.53388423,73.30802855,96.01314962,80.28246311,138.3079522,160.9970501,125.626011,93.18478747,174.3808854,122.7806674,side_stretch_left_leg
65,46.12255424,47.73456628,98.42171291,106.4944583,123.5225501,110.6983619,138.0727861,149.936041,174.7515128,125.9091142,side_stretch_left_leg
66,46.69386705,46.48284602,96.57337887,114.7069893,122.477069,113.7672188,139.3501992,147.326506,176.790771,128.4091427,side_stretch_left_leg
67,18.69762732,34.45626116,174.5550937,165.281212,134.4019447,141.5281936,143.9415813,112.2721819,175.7105344,126.1571502,side_stretch_left_leg
68,19.84795876,40.93476302,178.7152429,160.6930318,133.4838609,141.1352543,147.2905996,113.1761597,179.123873,129.9061287,side_stretch_left_leg
69,16.08488626,32.87897991,167.0099625,170.479601,134.3607314,142.5165918,140.9623136,115.8194221,177.2099248,127.5778973,side_stretch_left_leg
1,52.84842441,52.83765263,112.1092055,105.579348,128.7467329,132.9746671,131.22723,129.7065356,118.1235417,173.334857,side_stretch_right_leg
2,52.05590644,56.34090601,110.5249986,102.4908888,125.9670303,122.6660063,133.9628095,139.8146612,134.9335744,173.5749174,side_stretch_right_leg
3,44.67973167,38.07760411,113.7175813,123.8960655,114.5026806,117.3762748,141.5346496,146.4689034,154.3630273,174.7120355,side_stretch_right_leg
4,41.51900013,34.28601373,115.1197804,124.0005706,139.8752676,129.046936,116.5577365,132.0898508,125.4052906,168.1959654,side_stretch_right_leg
5,45.7950418,32.63825123,116.0730015,135.1746315,121.6885333,122.2579713,138.7843514,142.8860612,144.0012796,173.4537092,side_stretch_right_leg
6,23.44567478,34.13216009,169.8224955,137.6520901,120.8224624,126.0054401,135.0292508,140.9334999,133.5498618,176.9179506,side_stretch_right_leg
7,49.40568298,47.69099753,113.6442222,100.7146946,142.5958928,115.8304039,115.7657451,150.3413647,119.7772554,170.0263728,side_stretch_right_leg
8,50.87836506,46.39838674,103.3681823,100.6729087,133.8710587,120.601954,127.238351,148.5522726,141.753759,176.4925925,side_stretch_right_leg
9,46.16884762,40.98367791,97.66012032,110.1586536,137.55343,122.0707841,127.9544481,140.305171,134.1180508,177.4149468,side_stretch_right_leg
10,37.80144171,36.74125223,136.1725179,169.7424101,136.3922826,107.0146166,150.4679055,141.4613154,82.43978719,175.506398,side_stretch_right_leg
11,64.07314347,56.24703922,93.12036104,89.3194126,125.8792912,145.7478987,128.8655901,121.7061998,131.2004757,179.3658508,side_stretch_right_leg
12,48.4667827,52.80767172,116.1900518,116.5439827,121.2069065,117.2253141,144.6365048,144.1786781,149.6447967,161.1828317,side_stretch_right_leg
13,51.38913683,51.45957941,109.2160164,115.6598096,121.7015224,113.8433201,148.5516338,144.1786061,148.6721987,161.3000437,side_stretch_right_leg
14,41.82500604,43.38918214,124.4535627,129.3217607,121.1499332,115.1599237,145.9087807,142.8608815,144.9922745,163.1263863,side_stretch_right_leg
15,44.30800257,43.06390308,120.0644827,130.0292269,122.8187519,112.2122014,144.2996877,147.2851019,145.8615476,160.8766099,side_stretch_right_leg
16,46.79232268,44.72951506,108.2697192,113.6473792,122.026293,118.5947456,146.2480887,138.378677,145.7523035,168.9203254,side_stretch_right_leg
17,35.05796121,46.38248548,178.6419807,137.8127406,138.2919756,116.5475063,143.9850281,134.2512305,127.0863794,178.250171,side_stretch_right_leg
18,51.57545319,51.3641601,107.2354777,115.2728517,128.8224339,116.360521,142.2372173,142.6796582,139.8358914,165.7942563,side_stretch_right_leg
19,46.59529254,42.00378155,103.6429148,100.493612,145.5282485,130.9092138,112.9843001,133.8754005,105.158465,171.0660429,side_stretch_right_leg
20,47.13708846,44.01211575,100.3264493,102.0289568,147.5444303,120.153272,116.2260895,145.2271082,117.6635357,174.1328376,side_stretch_right_leg
21,80.05793747,57.34629961,80.69894386,80.84996404,134.5605945,140.6572935,118.2344508,121.6925051,121.5725087,177.0593303,side_stretch_right_leg
22,66.08496192,45.14288195,66.20037297,86.33248299,131.6725958,129.581242,118.2338649,143.7461623,159.0559845,169.3345915,side_stretch_right_leg
23,64.55048849,53.81442659,94.34259296,101.999468,134.9915347,132.5893577,119.9221765,137.1975858,126.9513186,170.3539081,side_stretch_right_leg
